Melvin,Mckenzie,38,1,6,39,78,40,93,95,74,21,10,38,14440,Royals,0,0
John,Blume,28,2,78,16,37,99,55,96,85,57,41,75,230625,Angels,0,0
Thomas,Rodarte,25,3,58,84,5,92,17,7,28,25,29,98,278516,Angels,0,0
Stephen,Posey,33,4,37,42,3,36,13,38,49,78,61,53,171349,Angels,0,0
Matthew,Kropf,32,5,73,84,9,7,58,2,40,27,87,51,226287,Angels,0,0
Paul,Simas,33,6,30,66,38,67,71,61,79,3,35,25,21875,Angels,0,0
Adrian,Geisinsky,25,7,63,26,63,11,49,15,39,55,92,49,220892,Angels,0,0
Donald,Brewington,27,8,48,28,57,87,73,53,9,90,73,35,89425,Angels,0,0
Mario,Kanzenbach,26,9,40,22,57,4,34,24,79,78,51,23,26979,Angels,0,0
Alexander,Huett,34,4,54,82,27,45,18,33,34,82,33,35,40425,Angels,0,0
Juan,Hernandez,22,6,58,44,71,30,24,69,51,83,36,29,30276,Angels,0,0
Robert,Degeorge,32,8,70,67,44,1,33,39,11,3,91,50,227500,Angels,0,0
Carlos,Farley,32,7,85,85,40,94,19,55,70,36,42,25,26250,Angels,0,0
Patrick,Gutierrez,26,2,68,24,48,84,51,13,74,30,43,81,282123,Angels,0,0
James,Mrotek,26,1,24,24,67,65,94,49,32,98,51,10,5100,Angels,0,0
Kenneth,Berry,35,1,2,68,96,41,76,86,29,52,58,49,139258,Angels,0,0
Kenneth,Parker,37,1,4,13,58,86,94,40,12,49,80,44,154880,Angels,0,0
Daniel,Dvorak,32,1,5,66,59,50,29,15,70,9,90,32,92160,Angels,0,0
Jesse,Barber,28,1,4,35,3,58,44,76,83,78,90,68,416160,Angels,0,0
Jerry,Bennett,24,1,1,70,63,96,91,47,73,64,85,18,27540,Angels,0,0
Jose,Mackenzie,22,1,8,15,57,14,12,44,41,84,55,86,406780,Angels,0,0
Boyce,Johnson,38,1,3,14,40,82,78,14,54,32,94,56,294784,Angels,0,0
Jack,Sellers,36,1,8,22,62,56,97,35,81,24,36,12,5184,Angels,0,0
Chris,Morton,25,1,6,8,90,45,96,86,50,49,39,59,135759,Angels,0,0
Mike,Priest,36,1,7,32,95,96,48,79,95,48,2,29,1682,Angels,0,0
Robert,Garcia,25,1,4,35,11,8,4,81,73,71,70,29,58870,Angels,0,0
Eduardo,Sansone,32,1,4,69,2,43,51,26,2,97,60,48,138240,Angels,0,0
Herman,Williams,38,2,50,93,1,18,71,66,55,56,95,80,608000,Dodgers,0,0
Zachary,Conley,35,3,55,35,55,44,62,50,53,20,77,44,149072,Dodgers,0,0
Andrew,Morris,34,4,34,72,77,66,15,52,92,84,17,90,137700,Dodgers,0,0
Eric,Anderson,33,5,89,92,76,58,1,35,22,77,92,83,633788,Dodgers,0,0
Francis,Moulton,33,6,98,56,50,43,84,16,33,32,86,90,696600,Dodgers,0,0
Timothy,Davies,33,7,62,51,51,47,28,69,79,2,45,83,310005,Dodgers,0,0
James,Mandel,35,8,43,42,88,93,29,67,57,32,93,46,196788,Dodgers,0,0
Charles,Walker,36,9,52,98,55,45,23,85,96,5,28,10,2800,Dodgers,0,0
Patrick,Jones,36,5,52,92,20,1,70,42,48,97,89,57,289161,Dodgers,0,0
Thomas,Cass,27,4,42,8,77,3,85,63,6,98,95,31,91295,Dodgers,0,0
Gregory,Morgan,36,4,45,22,33,92,28,63,18,36,64,86,473344,Dodgers,0,0
John,Dubreuil,31,3,98,23,21,52,2,45,97,57,50,99,490050,Dodgers,0,0
James,Huckaby,26,6,45,20,84,25,45,80,56,43,5,17,1445,Dodgers,0,0
Ernest,Ramirez,29,1,4,2,14,20,77,88,23,86,69,48,158976,Dodgers,0,0
Louis,Morales,22,1,6,43,45,17,33,96,64,38,3,93,25947,Dodgers,0,0
Felix,Frisch,23,1,7,69,25,46,99,68,94,42,92,45,186300,Dodgers,0,0
Allan,Adams,26,1,5,57,92,19,3,23,90,78,5,38,7220,Dodgers,0,0
Dustin,Deppe,38,1,2,23,9,23,46,4,16,88,80,65,338000,Dodgers,0,0
Steve,Olives,28,1,3,9,18,88,16,6,17,81,27,37,36963,Dodgers,0,0
Curtis,Deleon,31,1,9,98,66,95,35,49,83,57,30,54,87480,Dodgers,0,0
Henry,Hartson,20,1,9,90,63,42,57,10,87,17,90,63,357210,Dodgers,0,0
Arthur,Buman,32,1,6,28,86,42,59,12,55,16,11,85,79475,Dodgers,0,0
Paul,Noffsinger,21,1,12,35,14,14,22,74,74,68,21,2,84,Dodgers,0,0
Cody,Flom,33,1,4,67,50,26,88,84,57,55,41,51,106641,Dodgers,0,0
John,Lonergan,37,1,2,61,20,55,73,29,98,40,83,69,395163,Dodgers,0,0
Jonathan,Sembler,25,1,5,88,9,64,86,60,1,56,25,38,36100,Dodgers,0,0
Darius,Dolby,30,2,59,19,28,68,62,73,78,63,34,39,51714,Marlins,0,0
Robert,Donahue,34,3,94,86,16,13,66,30,19,39,22,8,1408,Marlins,0,0
Robert,Engemann,35,4,36,84,82,74,1,44,67,42,68,89,538628,Marlins,0,0
James,Edwards,23,5,79,29,13,81,91,47,47,62,14,70,68600,Marlins,0,0
John,Mitchell,20,6,63,10,9,17,31,96,19,59,4,32,4096,Marlins,0,0
Richard,Woodford,24,7,91,93,46,88,15,11,90,23,24,44,46464,Marlins,0,0
James,Smith,33,8,69,85,93,6,60,27,15,15,29,57,94221,Marlins,0,0
William,Bartkowski,22,9,73,47,33,19,70,44,44,54,77,55,232925,Marlins,0,0
Louis,Moore,29,8,73,95,74,45,1,30,47,78,86,16,22016,Marlins,0,0
Adam,Kelly,22,8,83,12,14,47,15,16,10,95,81,96,746496,Marlins,0,0
Don,Allen,32,7,55,21,93,80,78,84,62,98,68,75,382500,Marlins,0,0
Richard,Christensen,25,6,66,17,42,54,80,57,34,80,19,84,134064,Marlins,0,0
Dean,Mobley,26,7,39,37,89,29,54,40,33,75,88,92,744832,Marlins,0,0
Howard,Donald,27,1,9,63,46,69,26,9,89,32,46,8,2944,Marlins,0,0
Marc,Dodge,28,1,7,58,97,11,5,16,37,14,51,15,11475,Marlins,0,0
Randy,Wright,32,1,8,37,81,6,56,98,40,24,9,28,7056,Marlins,0,0
Barry,Cook,32,1,9,18,99,9,34,2,7,13,96,50,240000,Marlins,0,0
Mark,Giorgi,39,1,18,17,37,82,28,16,24,87,61,52,164944,Marlins,0,0
Jeffery,Larsen,24,1,6,93,67,56,99,63,10,19,67,61,249307,Marlins,0,0
Charles,Whitworth,39,1,13,88,95,17,33,15,50,38,64,15,14400,Marlins,0,0
Darrell,Snyder,31,1,3,74,96,84,4,28,61,49,96,73,511584,Marlins,0,0
Peter,Burke,23,1,26,29,32,79,48,96,82,76,93,26,62868,Marlins,0,0
Dwight,Mauricio,20,1,1,18,84,6,41,8,99,73,8,34,9248,Marlins,0,0
Christopher,Campbell,28,1,7,78,69,78,51,24,20,70,63,52,170352,Marlins,0,0
Frank,Hodge,36,1,30,89,12,74,4,12,96,98,26,90,210600,Marlins,0,0
Michael,Driver,27,1,5,52,42,30,72,46,73,29,4,13,676,Marlins,0,0
Jesus,Mims,27,2,64,11,86,80,52,72,18,95,85,60,306000,Brewers,0,0
William,Lampert,23,3,75,77,25,6,79,86,41,37,64,82,430336,Brewers,0,0
John,Bell,23,4,77,98,97,24,42,61,96,40,90,37,123210,Brewers,0,0
Terry,Leis,33,5,38,97,91,85,17,38,72,20,90,69,428490,Brewers,0,0
Norman,Pettus,34,6,38,51,10,6,52,23,75,5,63,5,1575,Brewers,0,0
Jackson,Guerra,26,7,87,97,21,25,74,84,76,59,97,90,785700,Brewers,0,0
Bill,Fields,37,8,38,90,63,54,38,59,73,49,27,96,248832,Brewers,0,0
Jorge,Kearse,38,9,57,59,95,45,87,90,77,67,22,7,1078,Brewers,0,0
Robert,Said,39,6,50,3,64,95,93,49,88,75,42,11,5082,Brewers,0,0
James,Taylor,20,4,72,98,11,96,21,63,2,37,4,91,33124,Brewers,0,0
Alberto,Myers,39,4,43,29,35,37,45,94,63,65,9,10,900,Brewers,0,0
Keith,Crofton,27,5,60,5,97,43,81,1,92,98,49,92,414736,Brewers,0,0
Michael,Sullivan,21,6,32,74,19,49,52,84,85,1,40,48,92160,Brewers,0,0
Joshua,Wooten,30,1,8,52,14,36,32,95,81,38,73,47,161257,Brewers,0,0
Conrad,King,27,1,43,49,34,7,71,61,49,42,47,83,323783,Brewers,0,0
Leonard,Lai,34,1,1,33,73,90,14,95,95,75,8,32,8192,Brewers,0,0
Sam,Howland,25,1,9,24,11,12,47,62,94,53,57,58,191748,Brewers,0,0
Kevin,Perez,32,1,6,46,34,68,41,5,57,7,74,20,29600,Brewers,0,0
Andrew,Farmer,35,1,9,20,76,75,32,80,51,46,88,78,535392,Brewers,0,0
Floyd,Wentz,26,1,1,18,34,40,77,35,19,14,67,17,19363,Brewers,0,0
Alex,Long,31,1,9,70,64,4,33,49,33,18,61,29,51301,Brewers,0,0
David,Chestnut,26,1,3,61,87,58,2,26,26,27,50,49,120050,Brewers,0,0
Joseph,Preston,32,1,6,82,58,58,94,94,94,45,99,56,310464,Brewers,0,0
Bill,Wilson,25,1,2,10,13,91,78,56,78,42,81,69,385641,Brewers,0,0
Ricardo,Valliere,21,1,4,20,93,32,13,6,1,20,91,12,13104,Brewers,0,0
Eduardo,Florez,22,1,1,39,46,3,91,4,9,15,42,41,70602,Brewers,0,0
Danny,Wills,23,2,36,1,35,36,58,9,65,98,15,22,7260,Twins,0,0
Wendell,Castaneda,28,3,36,2,12,10,14,13,19,24,12,19,4332,Twins,0,0
Robby,Taylor,32,4,76,75,35,75,58,7,29,81,1,65,4225,Twins,0,0
Ben,Phillips,32,5,32,5,42,88,24,18,14,58,71,15,15975,Twins,0,0
Gary,Daigle,26,6,95,45,52,51,2,17,82,25,33,97,310497,Twins,0,0
David,Arnold,28,7,46,56,74,66,27,23,77,73,67,42,118188,Twins,0,0
Jared,Wright,29,8,87,70,79,55,79,48,49,14,13,6,468,Twins,0,0
Martin,Gergen,36,9,98,13,40,96,89,51,74,10,20,25,12500,Twins,0,0
William,Thorne,21,4,96,30,44,25,86,25,82,56,20,19,7220,Twins,0,0
Earl,Peterson,30,3,80,96,40,94,99,34,40,50,70,80,448000,Twins,0,0
Thomas,Thorpe,30,2,57,55,6,8,44,28,21,39,21,81,137781,Twins,0,0
Glenn,Seibert,27,7,70,72,70,63,65,72,91,96,72,96,663552,Twins,0,0
Harris,Richards,21,5,44,98,81,31,75,68,5,79,88,52,237952,Twins,0,0
Gary,Shipp,32,1,3,4,10,28,52,85,12,4,34,2,136,Twins,0,0
Angelo,Reid,29,1,2,90,76,12,82,44,41,71,41,88,317504,Twins,0,0
Justin,Pears,23,1,8,55,10,27,40,8,8,7,51,10,5100,Twins,0,0
Benny,Saylor,38,1,2,82,1,70,12,69,74,96,29,47,64061,Twins,0,0
Richard,Mangione,20,1,1,52,78,4,14,4,93,74,13,15,2925,Twins,0,0
Leroy,Snow,37,1,9,8,87,73,75,94,65,15,87,14,17052,Twins,0,0
Tyler,Demarino,29,1,14,77,53,75,18,92,93,83,98,11,11858,Twins,0,0
Robert,Wedekind,36,1,7,59,89,86,27,91,62,94,68,64,278528,Twins,0,0
David,Cyr,39,1,19,46,67,21,5,5,2,75,48,20,19200,Twins,0,0
Stephen,Sanchez,30,1,19,19,82,48,78,12,28,69,16,99,156816,Twins,0,0
Charles,Walsh,22,1,8,9,11,74,1,57,39,6,82,54,239112,Twins,0,0
Simon,Stidham,28,1,6,37,70,17,15,12,81,49,47,14,9212,Twins,0,0
Marvin,Blue,24,1,1,85,20,50,64,2,33,20,32,52,86528,Twins,0,0
Ernesto,Garcia,33,2,79,50,27,90,30,7,45,27,41,86,303236,Mets,0,0
Kenneth,Williams,27,3,85,49,17,79,33,23,91,98,84,88,650496,Mets,0,0
Bradford,Luke,38,4,92,69,9,59,65,39,79,1,61,88,472384,Mets,0,0
Randolph,Morgan,31,5,74,13,97,70,89,55,13,33,44,72,228096,Mets,0,0
Brandon,Chiariello,32,6,76,11,32,96,38,61,20,11,41,98,393764,Mets,0,0
Eric,Magers,20,7,94,98,44,17,92,62,47,15,78,31,74958,Mets,0,0
Paul,Lopez,34,8,41,39,15,52,43,21,24,22,80,12,11520,Mets,0,0
Carl,Driggers,20,9,31,17,31,46,77,20,26,75,31,12,4464,Mets,0,0
Dustin,Bock,28,2,88,21,66,64,41,8,66,7,93,25,58125,Mets,0,0
Robert,Holcomb,35,4,83,25,89,31,77,51,42,75,39,8,2496,Mets,0,0
Richard,Lischak,20,6,98,44,48,48,59,12,77,63,88,88,681472,Mets,0,0
Larry,Simpson,38,3,57,2,46,59,59,3,18,9,29,49,69629,Mets,0,0
Robert,Hively,20,6,30,36,53,95,85,83,85,68,21,47,46389,Mets,0,0
Fred,Hackett,26,1,7,38,81,99,74,72,37,60,78,95,703950,Mets,0,0
Stacey,Burke,30,1,5,43,34,32,40,32,54,47,66,57,214434,Mets,0,0
Earl,Harris,25,1,5,97,87,32,95,94,36,25,23,38,33212,Mets,0,0
David,Sutton,27,1,2,86,72,19,67,41,54,78,6,50,15000,Mets,0,0
Adam,Cordero,20,1,1,80,28,94,35,45,71,16,60,87,454140,Mets,0,0
James,Turcotte,26,1,15,75,48,41,42,60,70,64,15,96,138240,Mets,0,0
Tuan,Houle,33,1,9,23,21,5,40,18,41,97,54,78,328536,Mets,0,0
Thomas,Ewy,35,1,4,44,29,13,1,79,84,28,89,12,12816,Mets,0,0
Michael,Wallace,39,1,8,25,17,80,71,39,33,76,13,28,10192,Mets,0,0
Daniel,Leblanc,27,1,2,15,43,66,1,77,16,17,86,28,67424,Mets,0,0
Matthew,Goad,33,1,4,80,34,13,74,59,6,15,12,86,88752,Mets,0,0
Alan,Barber,39,1,1,41,45,75,78,67,60,31,9,26,6084,Mets,0,0
Robert,Rivira,21,1,1,38,46,33,16,90,86,45,46,18,14904,Mets,0,0
Kurt,Wilcoxen,24,2,97,96,2,84,72,83,16,59,55,19,19855,Yankees,0,0
Shawn,Brewer,21,3,97,51,63,15,54,21,86,63,35,63,138915,Yankees,0,0
Lionel,Akers,38,4,38,62,48,19,58,54,45,1,43,35,52675,Yankees,0,0
Vernon,Stone,22,5,95,36,86,86,22,62,63,43,90,37,123210,Yankees,0,0
Juan,Olveda,39,6,32,87,82,91,23,94,2,52,66,61,245586,Yankees,0,0
Edward,Edmonds,21,7,96,97,81,13,27,79,56,80,84,67,377076,Yankees,0,0
Charles,Forbes,34,8,61,76,4,63,88,42,64,65,37,75,208125,Yankees,0,0
Zachary,Thomas,37,9,79,58,23,87,20,46,84,83,60,96,552960,Yankees,0,0
Bradley,Schoolcraft,26,5,71,30,88,49,61,49,6,7,34,68,157216,Yankees,0,0
Claude,Jennings,21,7,69,93,36,27,19,60,54,99,92,16,23552,Yankees,0,0
Melvin,Ivery,35,7,96,31,64,63,48,19,24,24,97,20,38800,Yankees,0,0
Chris,Paiva,26,2,36,40,99,80,78,25,55,84,81,79,505521,Yankees,0,0
James,Buzard,22,6,72,59,31,62,80,3,29,1,96,9,7776,Yankees,0,0
Michael,Williams,23,1,3,6,78,86,16,68,34,67,22,30,19800,Yankees,0,0
Edgar,Brownlow,22,1,7,8,50,57,46,83,76,84,21,6,756,Yankees,0,0
George,Reynolds,30,1,1,61,99,21,90,25,3,81,44,10,4400,Yankees,0,0
Steven,Taul,21,1,6,3,92,49,98,44,12,44,19,69,90459,Yankees,0,0
Travis,Caruthers,26,1,2,91,10,43,32,25,32,31,69,45,139725,Yankees,0,0
James,Varron,23,1,6,71,84,82,21,90,36,52,81,15,18225,Yankees,0,0
David,Moon,25,1,7,69,21,17,80,73,40,40,38,4,608,Yankees,0,0
Antonio,Hess,37,1,9,70,77,69,12,73,63,17,36,93,311364,Yankees,0,0
Michael,Pickett,25,1,5,22,61,51,46,33,7,95,59,90,477900,Yankees,0,0
Gary,Bowen,37,1,8,98,44,59,3,32,47,71,39,88,302016,Yankees,0,0
Robert,Huitt,24,1,7,40,96,77,20,70,92,83,53,14,10388,Yankees,0,0
Roy,Dumont,20,1,5,5,77,72,59,24,62,27,30,9,2430,Yankees,0,0
Kevin,Wiggins,30,1,5,66,2,47,90,68,63,62,46,70,225400,Yankees,0,0
John,Douthitt,22,2,86,73,9,6,41,73,89,74,66,70,323400,Athletics,0,0
Ronald,Mitchell,30,3,51,64,72,69,1,57,33,16,48,68,221952,Athletics,0,0
Ken,Williams,23,4,86,78,42,9,3,93,4,10,12,7,588,Athletics,0,0
Toby,Schrader,30,5,72,63,63,11,36,55,65,24,76,72,393984,Athletics,0,0
Ronald,Murray,23,6,79,11,56,66,86,82,73,31,61,32,62464,Athletics,0,0
Shane,Walker,20,7,56,80,54,87,18,85,41,37,4,22,1936,Athletics,0,0
Eugene,Gardner,23,8,87,77,79,8,16,45,78,59,55,45,111375,Athletics,0,0
Charles,Lawrence,39,9,74,98,2,25,94,38,64,38,76,43,140524,Athletics,0,0
John,Taylor,30,5,89,77,36,66,66,14,84,53,57,76,329232,Athletics,0,0
Gary,Speis,22,8,94,90,61,72,9,89,56,26,5,94,44180,Athletics,0,0
Ron,Mori,37,6,62,17,51,59,17,8,72,27,90,59,313290,Athletics,0,0
Ashley,Aguilar,33,3,62,21,41,53,75,11,35,30,93,32,95232,Athletics,0,0
Enrique,Croft,25,8,89,13,36,57,32,98,49,81,47,79,293327,Athletics,0,0
Wilson,Mcdonald,29,1,5,59,95,44,41,81,96,83,20,18,6480,Athletics,0,0
Milton,Demateo,39,1,8,19,29,96,25,47,47,27,82,92,694048,Athletics,0,0
Calvin,Lund,21,1,1,39,99,19,26,72,83,25,16,66,69696,Athletics,0,0
Michael,Hewett,36,1,6,66,10,72,9,19,48,2,75,81,492075,Athletics,0,0
Roland,Kohler,38,1,14,85,68,23,66,35,98,7,64,1,64,Athletics,0,0
Dwight,Dickerson,23,1,2,68,57,46,59,45,7,72,28,33,30492,Athletics,0,0
Keith,Snider,23,1,6,21,87,35,62,25,52,30,46,80,294400,Athletics,0,0
David,Souza,28,1,7,83,10,22,33,63,76,78,6,32,6144,Athletics,0,0
Darwin,Girton,31,1,5,60,69,15,58,66,85,76,53,81,347733,Athletics,0,0
Patrick,Baxter,31,1,9,9,34,54,85,65,30,92,44,65,185900,Athletics,0,0
Travis,Pimenta,39,1,1,62,84,87,72,15,51,41,64,27,46656,Athletics,0,0
Gary,Pool,38,1,3,1,50,33,41,20,60,45,31,86,229276,Athletics,0,0
Kenneth,Webb,36,1,1,16,59,18,11,56,60,90,91,68,420784,Athletics,0,0
Charles,Mazza,35,2,85,51,61,66,79,41,66,99,19,27,13851,Phillies,0,0
Randall,Miller,28,3,81,96,44,72,87,73,61,25,64,82,430336,Phillies,0,0
Raymond,Gutierrez,21,4,50,89,58,35,8,73,64,60,44,58,148016,Phillies,0,0
Robert,Wise,25,5,37,61,71,72,70,28,71,17,84,15,18900,Phillies,0,0
James,Phillips,20,6,32,91,57,14,4,12,30,35,28,45,56700,Phillies,0,0
Jerry,Yant,28,7,33,95,82,58,88,72,17,38,14,20,5600,Phillies,0,0
Luis,Denny,29,8,43,93,84,24,27,38,8,24,38,82,255512,Phillies,0,0
Gabriel,Hart,35,9,80,49,32,11,10,84,36,62,29,38,41876,Phillies,0,0
Timothy,Allen,34,6,35,76,27,76,6,20,53,1,97,40,155200,Phillies,0,0
Wilbur,Burnett,26,2,44,45,55,53,14,84,57,89,61,62,234484,Phillies,0,0
Dennis,Shelton,32,2,95,34,33,5,81,46,12,6,44,35,53900,Phillies,0,0
Alberto,Warren,29,8,47,81,37,56,25,10,16,2,30,56,94080,Phillies,0,0
Robert,Greene,31,7,88,4,28,54,49,62,72,31,87,95,785175,Phillies,0,0
Dennis,Williams,36,1,7,84,16,73,59,85,85,79,39,89,308919,Phillies,0,0
Stephen,Mendez,39,1,8,32,3,32,54,14,8,43,81,11,9801,Phillies,0,0
Keven,Stebbins,23,1,5,99,81,35,19,19,40,34,68,20,27200,Phillies,0,0
Michael,Harris,34,1,5,80,59,41,26,40,37,11,44,36,57024,Phillies,0,0
Gilbert,Flick,25,1,4,30,20,3,17,85,59,30,94,5,2350,Phillies,0,0
Ronald,Rauth,25,1,4,18,7,63,78,29,84,93,30,80,192000,Phillies,0,0
Jason,Levine,39,1,3,78,57,47,37,36,23,50,74,99,725274,Phillies,0,0
Daniel,Claussen,24,1,17,46,52,93,36,27,31,9,55,51,143055,Phillies,0,0
Robert,Ramirez,20,1,5,22,73,80,81,3,85,36,70,45,141750,Phillies,0,0
Raymond,Murray,32,1,1,62,9,95,41,65,64,77,83,12,11952,Phillies,0,0
James,Brown,23,1,9,11,58,24,47,83,50,77,1,56,3136,Phillies,0,0
Michael,Hartman,24,1,5,32,60,52,1,27,72,53,48,61,178608,Phillies,0,0
Richard,Robson,25,1,2,13,10,80,81,29,86,45,13,60,46800,Phillies,0,0
William,Addison,39,2,36,27,50,3,29,55,13,39,24,45,48600,Pirates,0,0
Michael,Melton,28,3,66,92,88,15,1,31,92,53,22,56,68992,Pirates,0,0
Patrick,Alvear,28,4,99,3,27,75,74,37,14,63,89,69,423729,Pirates,0,0
Ryan,Storey,24,5,63,65,19,25,50,69,50,70,16,43,29584,Pirates,0,0
Elmer,Wright,25,6,33,19,62,33,70,25,62,51,37,19,13357,Pirates,0,0
Charles,Pimental,37,7,47,22,16,12,4,16,57,51,25,68,115600,Pirates,0,0
Garry,Johnson,34,8,52,33,97,98,89,99,16,46,60,49,144060,Pirates,0,0
Jaime,Saunders,34,9,74,19,30,10,80,86,54,58,36,80,230400,Pirates,0,0
Dennis,Delgado,24,7,49,95,69,86,26,73,95,25,41,62,157604,Pirates,0,0
John,Mayberry,39,8,79,50,96,28,22,16,96,76,81,63,321489,Pirates,0,0
Edward,Reese,31,8,31,25,58,94,73,61,16,12,2,41,3362,Pirates,0,0
Rob,Aurora,33,3,83,37,33,74,29,18,25,23,30,5,750,Pirates,0,0
Kenneth,Manalili,24,7,68,79,7,68,14,43,85,71,18,71,90738,Pirates,0,0
George,Knobloch,20,1,9,80,19,19,8,77,4,6,53,89,419813,Pirates,0,0
Steven,Murphy,30,1,4,25,37,62,35,30,34,29,12,7,588,Pirates,0,0
James,Barnes,36,1,2,32,69,96,38,75,44,95,49,92,414736,Pirates,0,0
Jody,Moore,27,1,9,71,72,47,32,8,73,74,54,81,354294,Pirates,0,0
Richard,Waldo,30,1,6,44,30,51,10,99,86,86,97,20,38800,Pirates,0,0
Curtis,Garcia,31,1,41,92,66,8,48,7,69,88,6,93,51894,Pirates,0,0
Michael,Howard,32,1,4,52,88,97,42,90,85,60,97,58,326308,Pirates,0,0
Robert,Rothhaupt,30,1,7,22,36,32,57,14,96,75,4,63,15876,Pirates,0,0
Timothy,Story,31,1,8,91,49,48,19,49,99,18,36,28,28224,Pirates,0,0
Kenneth,Bradberry,27,1,6,14,89,74,15,70,57,30,10,69,47610,Pirates,0,0
Charles,Hill,27,1,4,34,29,96,19,93,76,71,19,99,186219,Pirates,0,0
Rashad,Kolle,25,1,1,37,23,19,38,99,34,12,51,12,7344,Pirates,0,0
David,Hill,26,1,6,39,39,11,99,63,89,28,80,14,15680,Pirates,0,0
Geoffrey,Hathorn,21,2,63,82,4,32,51,66,56,21,10,7,490,Padres,0,0
James,Peace,25,3,64,35,65,78,38,96,92,36,76,43,140524,Padres,0,0
Robert,Ferguson,33,4,74,5,48,19,69,59,90,64,25,81,164025,Padres,0,0
Miguel,Provencher,33,5,34,88,32,39,53,95,37,56,53,84,373968,Padres,0,0
Terence,Monahan,35,6,37,49,31,79,18,24,95,44,1,9,81,Padres,0,0
Ricky,Smith,36,7,67,37,93,98,56,52,27,25,35,57,113715,Padres,0,0
Eugene,Amabile,34,8,97,11,40,21,19,85,69,6,44,40,70400,Padres,0,0
Johnny,Mallia,37,9,95,82,68,84,51,62,47,38,52,17,15028,Padres,0,0
Victor,Miller,30,5,93,44,73,64,16,49,73,20,32,35,39200,Padres,0,0
Michael,Hassinger,36,5,44,41,76,50,39,28,19,74,23,32,23552,Padres,0,0
Alfred,Atkins,37,7,91,12,44,26,94,22,91,22,53,96,488448,Padres,0,0
Richard,Campos,23,6,63,69,7,65,43,89,22,63,92,71,463772,Padres,0,0
Oliver,Morein,23,5,62,43,71,46,66,40,21,53,18,77,106722,Padres,0,0
Michel,Kenney,30,1,8,43,42,67,99,9,29,88,59,86,436364,Padres,0,0
Abel,Aust,25,1,7,4,34,41,47,20,29,18,26,21,11466,Padres,0,0
Erik,Aman,29,1,8,71,36,97,45,40,27,88,2,22,968,Padres,0,0
Jerry,Viviano,32,1,4,98,37,44,28,92,22,16,35,51,91035,Padres,0,0
Thomas,Bird,24,1,5,92,6,55,70,99,24,68,22,12,3168,Padres,0,0
John,Bentley,25,1,28,57,71,49,54,16,35,41,82,57,266418,Padres,0,0
David,Scroggins,34,1,5,6,71,27,32,36,12,95,4,72,20736,Padres,0,0
Evan,Flanigan,33,1,6,89,1,20,62,15,13,49,68,68,314432,Padres,0,0
Daniel,Presley,35,1,6,14,80,15,15,97,48,94,41,50,102500,Padres,0,0
Jim,Lucht,37,1,4,83,74,6,49,30,23,22,30,40,48000,Padres,0,0
Alan,Garcia,36,1,4,77,7,50,81,97,43,89,27,61,100467,Padres,0,0
Stephen,Crowell,30,1,6,88,96,37,28,80,51,13,39,92,330096,Padres,0,0
Francisco,Smith,38,1,13,1,33,9,60,2,95,12,72,95,649800,Padres,0,0
Randy,Tomilson,30,2,74,61,39,25,56,53,37,41,85,96,783360,Mariners,0,0
Sydney,Perkins,31,3,39,19,17,14,15,78,66,9,40,21,17640,Mariners,0,0
Christopher,Cluck,20,4,53,47,47,19,13,2,72,31,16,58,53824,Mariners,0,0
John,Brustmann,33,5,64,87,1,90,84,13,67,85,22,15,4950,Mariners,0,0
Robert,Albanese,24,6,40,80,62,58,25,72,79,71,73,37,99937,Mariners,0,0
Carl,Williams,20,7,43,43,60,29,41,5,71,88,41,69,195201,Mariners,0,0
Jeffrey,Wison,26,8,70,80,44,19,82,30,31,35,42,91,347802,Mariners,0,0
George,Cameron,21,9,45,32,27,90,26,40,33,37,76,60,273600,Mariners,0,0
Chris,Brown,27,5,92,63,42,65,78,79,91,1,11,56,34496,Mariners,0,0
Joseph,Grayson,29,8,66,22,80,92,71,47,10,13,94,62,361336,Mariners,0,0
Paul,Donegan,39,4,61,3,34,45,96,13,45,42,62,51,161262,Mariners,0,0
Allen,Meza,27,6,53,84,70,39,28,31,25,16,72,19,25992,Mariners,0,0
Robert,Tellez,35,4,54,67,65,2,50,10,87,84,33,45,66825,Mariners,0,0
Leon,Sanchez,37,1,12,44,40,25,40,43,2,75,86,80,550400,Mariners,0,0
Charlie,Bordelon,26,1,4,42,12,58,86,81,59,57,96,9,7776,Mariners,0,0
Jason,Jones,22,1,4,54,57,58,84,90,23,1,65,52,175760,Mariners,0,0
Charles,Mitchell,24,1,8,3,51,88,60,68,57,94,3,24,1728,Mariners,0,0
Gerardo,Till,24,1,6,42,38,98,36,15,39,80,40,60,144000,Mariners,0,0
David,Brown,39,1,1,33,59,57,22,14,35,9,57,13,9633,Mariners,0,0
Tony,Jones,35,1,16,58,66,52,70,66,69,37,14,71,70574,Mariners,0,0
Virgil,Weed,26,1,4,98,15,24,61,71,4,50,49,8,3136,Mariners,0,0
James,Adams,37,1,7,12,51,78,35,96,12,30,26,65,109850,Mariners,0,0
Stephen,Mora,31,1,9,79,70,72,89,36,44,99,39,74,213564,Mariners,0,0
Shane,Jinks,39,1,5,12,69,70,60,9,62,72,21,69,99981,Mariners,0,0
William,Valdovinos,22,1,6,51,80,58,23,16,21,17,82,22,39688,Mariners,0,0
